EmployeeID,Age,Attrition,BusinessTravel,DistanceFromHome,Education,Gender,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MeanTimeAtWorkByYear
890,49,0,2,1,4,1,3,69490,1.0,14,1,10.0,2,9,1,4,3.0,1.0,2.0,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7.295703161111112
891,39,0,2,6,2,1,3,106090,2.0,17,1,10.0,2,7,7,7,2.0,1.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6.567342995
892,27,0,2,2,1,1,4,44470,1.0,13,0,7.0,4,7,0,7,4.0,1.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6.090469821666667
893,35,0,2,2,3,0,2,21570,1.0,25,0,16.0,1,16,1,10,2.0,1.0,3.0,2,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.603104018888889
894,28,0,2,23,3,1,3,46010,0.0,15,2,6.0,2,5,0,0,2.0,1.0,2.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7.38428125
895,21,0,2,3,1,0,1,170990,1.0,14,1,3.0,2,2,2,2,3.0,4.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7.8808238769444445
896,18,1,1,3,5,1,1,24790,1.0,12,1,0.0,2,0,0,0,2.0,4.0,4.0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.397640603333334
897,47,0,2,25,4,1,2,148520,3.0,19,3,27.0,3,5,1,0,4.0,3.0,3.0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6.039741735277778
898,39,0,2,2,4,1,1,72640,0.0,17,0,11.0,5,10,0,7,3.0,3.0,3.0,3,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.870003687222223
899,40,0,2,22,1,1,1,56660,1.0,14,1,18.0,2,18,14,12,1.0,3.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.5869468597222225
900,35,0,0,29,3,0,2,78230,1.0,13,1,15.0,3,14,2,9,3.0,3.0,3.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.191809178611111
901,37,0,2,29,4,1,1,78800,3.0,12,1,9.0,2,4,0,2,3.0,3.0,2.0,4,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,7.993996978055556
902,39,0,1,2,3,0,2,131940,0.0,11,0,10.0,2,9,3,8,1.0,3.0,1.0,3,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6.6604094825
903,45,0,2,28,3,0,2,50670,1.0,11,2,10.0,3,10,3,9,4.0,4.0,3.0,2,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7.3171510558333335
904,38,0,2,2,4,0,3,50790,3.0,11,0,10.0,3,5,0,2,4.0,3.0,4.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9.588505006944445
905,35,1,2,2,3,1,3,23210,9.0,12,1,15.0,0,13,6,0,4.0,1.0,3.0,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.966612268333334
906,37,0,2,22,3,0,2,174440,1.0,14,0,8.0,4,8,7,7,2.0,2.0,1.0,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7.942092351944445
907,40,0,2,8,3,0,2,24040,6.0,17,0,18.0,2,4,3,3,3.0,4.0,2.0,2,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,9.179383101666668
908,44,0,1,2,2,1,1,34520,4.0,11,1,14.0,2,10,0,2,1.0,4.0,3.0,2,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8.593498563055556
909,48,0,1,10,4,0,3,22700,2.0,14,3,23.0,2,2,2,2,3.0,4.0,3.0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.111725146111111
910,35,1,2,9,3,1,2,173990,6.0,12,0,7.0,3,2,2,2,3.0,4.0,2.0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10.69871586611111
911,24,0,1,15,3,1,2,54880,1.0,22,1,6.0,6,6,1,3,1.0,4.0,3.0,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.687724314166667
912,27,0,2,10,4,1,3,194190,7.0,14,1,5.0,2,3,0,2,2.0,3.0,3.0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.170411835555555
913,27,0,1,7,3,1,1,28110,2.0,20,0,6.0,3,4,1,2,4.0,4.0,2.0,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6.410121170277778
914,40,1,2,16,4,1,1,36330,3.0,16,2,10.0,0,4,0,3,1.0,1.0,1.0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10.48674863361111
915,29,0,2,20,1,0,2,41630,9.0,15,1,8.0,4,5,1,4,3.0,3.0,3.0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7.294751772777778
916,36,0,2,23,3,0,3,21320,4.0,20,0,9.0,1,3,0,2,2.0,1.0,3.0,2,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.881702431944445
917,25,0,1,5,1,1,4,139730,1.0,14,0,7.0,3,7,0,7,4.0,3.0,3.0,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6.098032903888889
918,39,0,2,10,3,0,2,26840,4.0,12,0,7.0,2,5,1,0,4.0,2.0,3.0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6.773751788055556
919,49,0,2,4,2,1,2,108450,3.0,24,0,27.0,4,4,1,2,1.0,2.0,3.0,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7.800969316388889
920,50,0,2,2,2,1,3,43770,5.0,12,1,19.0,2,14,1,11,4.0,1.0,3.0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.78853125
921,20,0,2,18,4,0,2,37430,1.0,13,1,2.0,2,2,2,2,3.0,3.0,3.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6.625714115277778
922,34,0,2,10,3,1,3,41480,1.0,11,0,11.0,3,11,7,9,4.0,2.0,3.0,3,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7.7068788744444445
923,36,0,2,1,3,0,2,10510,2.0,14,0,15.0,2,4,1,3,1.0,2.0,3.0,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.986487573055556
924,49,0,2,6,2,0,2,107390,2.0,11,3,30.0,3,15,2,12,3.0,3.0,3.0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8.499204545277777
925,36,0,0,8,4,1,4,103880,0.0,14,0,4.0,2,3,1,2,4.0,3.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.954062932222222
926,36,0,2,2,2,0,2,114160,6.0,16,0,13.0,2,5,0,4,4.0,1.0,3.0,3,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.310086367777778
927,54,0,2,24,3,1,1,26000,3.0,14,0,36.0,5,10,4,7,2.0,3.0,3.0,3,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.584176328333333
928,43,0,2,2,4,0,1,24220,1.0,11,1,14.0,2,14,6,11,3.0,3.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.632412763888889
929,35,1,1,17,4,1,1,54720,3.0,11,1,13.0,3,11,6,7,4.0,4.0,4.0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.416370772777778
930,38,0,1,19,2,1,2,24510,7.0,12,1,19.0,3,13,2,9,4.0,4.0,4.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.198089990555555
931,29,0,2,1,2,1,2,42400,1.0,14,0,10.0,2,10,0,9,1.0,2.0,2.0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10.70474851388889
932,33,0,2,7,3,1,5,109990,1.0,18,3,6.0,3,6,0,4,4.0,4.0,3.0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.4121267741666665
933,32,0,2,5,4,1,5,50030,0.0,13,0,10.0,5,9,1,6,4.0,2.0,2.0,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,6.599085038888888
934,31,0,2,28,4,0,2,127420,1.0,11,0,10.0,4,10,0,2,1.0,4.0,3.0,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7.390623278055556
935,49,0,2,2,4,1,1,42270,4.0,18,0,17.0,3,2,2,2,4.0,1.0,2.0,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9.695243498611111
936,38,0,1,29,2,0,1,39170,1.0,15,3,4.0,2,4,3,3,4.0,2.0,3.0,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.806726601944445
937,47,0,2,1,4,1,3,183030,6.0,22,1,29.0,2,3,1,2,2.0,2.0,3.0,2,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.711067188888889
938,49,0,2,21,3,1,2,23800,4.0,13,0,23.0,3,8,0,0,3.0,3.0,3.0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.387058823333334
939,41,0,2,24,4,0,4,137260,3.0,12,0,21.0,6,2,0,2,4.0,3.0,3.0,4,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10.959115951944446
940,20,0,2,1,3,1,1,47770,1.0,18,1,2.0,3,2,0,2,4.0,1.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7.703551175555556
941,33,0,0,18,2,0,2,63850,1.0,13,0,7.0,6,6,1,2,3.0,4.0,3.0,2,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9.487822315833334
942,36,0,2,2,2,1,3,199730,6.0,12,0,10.0,2,3,0,2,1.0,3.0,2.0,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,5.95873538
943,44,0,2,9,3,0,3,68610,4.0,12,0,8.0,2,2,2,2,3.0,4.0,3.0,2,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,8.526459227222222
944,23,1,2,6,3,0,3,49690,1.0,12,0,5.0,3,5,1,2,4.0,3.0,3.0,3,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8.093856481388888
945,38,0,2,11,2,1,1,198450,7.0,11,1,7.0,3,0,0,0,4.0,3.0,2.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.3883449558333325
946,53,0,2,24,3,1,4,133200,3.0,11,0,11.0,2,4,1,2,2.0,4.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8.024024216388888
947,48,1,1,10,2,1,1,63470,2.0,12,1,19.0,3,9,7,7,4.0,3.0,3.0,1,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9.882666432222221
948,32,1,2,1,3,1,2,27430,1.0,19,1,1.0,2,1,0,0,4.0,2.0,3.0,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7.527459658611111
949,26,0,0,18,2,1,1,108800,1.0,23,1,7.0,5,7,5,7,4.0,4.0,3.0,3,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7.190238095
950,55,0,2,23,1,1,5,23420,5.0,11,2,8.0,2,4,1,2,1.0,2.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7.700374886944444
951,34,0,2,28,3,0,2,176500,1.0,19,1,15.0,6,15,4,13,2.0,4.0,4.0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.968867336944444
952,60,0,2,17,4,1,1,40250,3.0,13,1,19.0,5,1,0,0,3.0,4.0,4.0,2,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.235646161111111
953,33,0,2,3,3,1,3,97250,1.0,11,0,14.0,0,14,2,13,2.0,2.0,3.0,3,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.787044251944444
954,37,0,1,13,3,1,1,119040,1.0,12,1,6.0,4,6,1,3,3.0,4.0,2.0,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.5136454044444445
955,34,0,2,7,2,1,1,21770,1.0,13,0,10.0,5,10,8,7,2.0,4.0,3.0,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7.057042624444445
956,23,1,2,12,2,1,2,75250,1.0,14,2,3.0,2,3,0,2,3.0,4.0,3.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9.220522675555555
957,44,0,2,1,3,1,1,48340,1.0,14,0,9.0,1,8,6,7,3.0,4.0,3.0,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8.505449790555556
958,35,0,1,13,3,1,3,20420,0.0,16,0,6.0,2,5,1,4,1.0,4.0,4.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8.161027658333333
959,43,0,2,25,4,1,2,22200,1.0,11,0,10.0,2,10,8,8,4.0,4.0,3.0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.093515046111111
960,24,0,2,6,3,1,3,10520,1.0,13,0,5.0,3,5,0,4,3.0,3.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.711200604166667
961,41,0,2,6,4,1,1,28210,1.0,17,0,10.0,3,10,8,7,4.0,3.0,3.0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7.034598364444445
962,29,0,2,2,2,1,2,192370,9.0,11,1,9.0,2,5,1,2,4.0,3.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.925632515555555
963,36,0,2,1,4,0,3,41070,3.0,11,1,17.0,2,13,6,7,3.0,4.0,2.0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6.2863311686111105
964,45,0,0,2,3,0,2,83960,3.0,15,2,25.0,3,23,14,4,3.0,3.0,2.0,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6.297184716111111
965,24,1,2,6,2,0,2,20070,1.0,12,0,1.0,2,1,0,0,4.0,3.0,3.0,2,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.382531645555556
966,47,1,1,1,3,0,2,196270,7.0,11,2,25.0,1,23,14,10,3.0,3.0,1.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.7864193622222215
967,26,0,2,9,1,1,1,106860,1.0,14,1,3.0,2,3,0,2,4.0,3.0,4.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.719782312777778
968,45,0,2,1,4,1,1,29420,1.0,22,1,21.0,4,21,8,6,4.0,2.0,3.0,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6.578455702222222
969,32,0,1,1,1,1,2,88580,6.0,16,1,10.0,2,5,1,3,1.0,3.0,2.0,3,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.908069075555556
970,31,0,2,14,2,1,1,167560,1.0,11,2,6.0,5,5,0,3,2.0,3.0,4.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.190400828333334
971,41,0,0,2,2,1,2,107980,6.0,14,2,10.0,5,3,1,2,3.0,2.0,3.0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.72273088
972,40,0,2,22,2,1,1,23230,2.0,16,1,18.0,2,1,0,0,2.0,1.0,3.0,3,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,9.783942803333332
973,24,0,2,3,3,0,1,14160,1.0,15,1,6.0,3,6,1,2,2.0,1.0,4.0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5.991006944444444
974,46,0,2,6,3,1,4,46150,6.0,12,0,19.0,3,10,0,9,3.0,2.0,3.0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.575745673888889
975,35,0,2,8,4,1,1,24610,2.0,20,1,17.0,4,7,0,7,4.0,3.0,3.0,3,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.379968043055556
976,30,0,2,9,4,1,1,87220,1.0,17,1,10.0,3,10,0,8,2.0,4.0,2.0,3,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.276453178055555
977,47,0,0,3,2,0,2,39550,7.0,12,1,4.0,5,1,0,0,3.0,2.0,1.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.688438534166667
978,46,0,2,1,4,0,3,99570,4.0,20,0,13.0,1,10,0,3,3.0,4.0,2.0,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,9.799356661666668
979,36,1,2,1,3,1,2,33760,5.0,20,0,16.0,3,2,2,2,2.0,1.0,3.0,3,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10.377021152777777
980,32,1,2,26,3,0,2,88230,6.0,13,2,10.0,3,0,0,0,1.0,2.0,3.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7.014081726111111
981,23,0,2,6,4,1,3,103220,1.0,14,2,3.0,2,3,1,2,3.0,2.0,1.0,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.026296690277778
982,31,0,1,3,3,1,2,46210,2.0,18,1,9.0,3,5,1,4,4.0,4.0,2.0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6.461306022222222
983,39,0,0,3,3,0,2,109760,1.0,11,0,9.0,3,9,5,8,4.0,4.0,3.0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10.19846491222222
984,32,0,2,6,3,1,1,36600,3.0,11,2,10.0,0,4,0,2,4.0,3.0,1.0,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7.598678004444444
985,40,0,2,6,3,1,3,104820,1.0,11,1,21.0,6,21,12,8,2.0,2.0,2.0,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.906652949166666
986,45,0,2,19,4,1,1,71190,4.0,15,0,9.0,2,5,0,3,3.0,3.0,4.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7.786297453611112
987,30,0,1,9,3,1,1,95820,0.0,12,1,10.0,2,9,0,7,4.0,1.0,3.0,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6.223947491666666
988,24,0,1,3,4,1,1,45080,0.0,11,1,3.0,5,2,2,1,1.0,4.0,3.0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5.950861701944444
989,30,1,1,10,3,0,1,22070,6.0,14,0,6.0,4,4,1,2,3.0,4.0,2.0,3,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.7176980675
990,31,0,2,3,2,1,3,77560,1.0,15,2,6.0,3,5,0,2,1.0,3.0,3.0,4,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.609416666666667
991,27,0,2,3,3,1,1,66940,1.0,13,1,6.0,2,6,1,4,3.0,4.0,2.0,2,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.303799126388889
992,29,1,2,4,3,1,5,36910,1.0,13,0,2.0,3,2,2,2,2.0,2.0,3.0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6.805719310833334
993,29,0,1,8,4,0,1,23770,8.0,21,1,10.0,2,3,0,2,4.0,3.0,4.0,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8.804921296111111
994,30,0,2,7,3,1,3,23130,2.0,11,0,12.0,5,7,1,7,3.0,1.0,3.0,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.030652958055555
995,34,0,2,1,2,0,2,176650,0.0,11,0,6.0,5,5,1,2,4.0,4.0,3.0,2,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9.935644631944445
996,33,0,0,2,4,1,1,25960,8.0,14,1,13.0,4,11,1,7,4.0,2.0,2.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7.386259746388889
997,49,0,2,3,4,1,1,47280,3.0,11,1,8.0,4,5,0,4,4.0,4.0,4.0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.6975621047222225
998,33,1,2,10,3,1,1,43020,2.0,13,0,11.0,3,0,0,0,1.0,1.0,2.0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8.278268761944444
999,38,0,1,28,3,1,1,29790,4.0,12,1,9.0,3,6,0,5,3.0,2.0,2.0,3,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7.878654195
1000,31,1,2,9,4,1,2,168850,2.0,14,2,10.0,2,1,0,0,1.0,3.0,3.0,3,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.192529843888889
1001,29,0,2,3,4,0,2,55930,1.0,13,1,1.0,3,1,0,0,4.0,1.0,3.0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,6.292075958611112
1002,30,0,2,2,1,1,1,104450,3.0,18,1,10.0,3,7,1,7,3.0,3.0,3.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6.826139005000001
1003,32,0,0,10,4,0,1,87400,2.0,11,1,12.0,2,7,0,7,2.0,2.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.0161683722222214
1004,38,0,2,8,2,0,1,25140,3.0,11,0,15.0,2,1,1,0,2.0,4.0,3.0,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,9.019432623888889
1005,43,1,1,1,4,1,3,76550,9.0,12,1,6.0,3,1,0,0,3.0,3.0,3.0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,8.407244212777778
1006,42,0,2,1,3,0,1,174650,8.0,13,1,7.0,3,5,0,4,2.0,2.0,2.0,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,6.6836823361111115
1007,55,0,2,3,2,0,1,73510,8.0,20,1,34.0,3,1,0,0,3.0,1.0,3.0,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.606161398333334
1008,33,0,0,14,3,1,1,108200,5.0,12,0,11.0,2,9,1,7,4.0,2.0,2.0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,6.7137715516666665
1009,41,0,2,5,3,1,1,121690,1.0,19,0,5.0,2,5,0,4,3.0,1.0,3.0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6.261173872500001
1010,34,0,0,7,4,0,1,196260,1.0,21,0,15.0,5,15,0,7,4.0,3.0,3.0,2,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8.174600185833333
1011,53,0,0,10,4,1,2,20700,4.0,13,2,27.0,2,3,0,2,1.0,3.0,2.0,4,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8.107574233611112
1012,43,0,2,16,2,0,1,67820,0.0,16,1,10.0,2,9,1,8,2.0,4.0,3.0,3,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.088437796666667
1013,34,0,2,10,2,0,5,77790,5.0,12,1,6.0,2,2,2,2,4.0,4.0,3.0,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.7034301
1014,21,1,2,1,2,1,5,27910,1.0,14,0,1.0,3,1,1,0,2.0,2.0,3.0,4,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.487674940833334
1015,38,0,2,8,2,0,2,32010,1.0,11,1,5.0,3,5,0,4,4.0,3.0,3.0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.379568031944444
1016,22,1,2,1,3,1,4,49680,1.0,14,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,8.87780292611111
1017,31,0,2,8,5,1,5,131200,1.0,12,2,13.0,6,12,5,7,1.0,4.0,3.0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.2943151338888885
1018,51,0,2,1,4,0,1,40330,2.0,14,0,15.0,2,2,2,2,1.0,3.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.7201054849999995
